bdsk-url-1,year,volume,url,title,pages,number,journal,isbn,id,doi,date-modified,date-added,date,author,Type of product,ID,publisher,bdsk-url-2,note,keywords,eprint,abstract,issn,urldate,month,language,booktitle,volumne,version,editor,edition,copyright,author+an,address,pmid,type
https://doi.org/10.1080/17445647.2020.1748131,2020,16,,"Hydrothermal areas , microbial mats and sea grass",348--356,2,Journal of Maps,,,10.1080/17445647.2020.1748131,,,,"Khimasia, A. and {\textbf{Rovere}}, A. and Pichler, T.",article,khimasia_hydrothermal_2020,,,,"aerial imagery, bacterial mats, drone, hydrothermal system, milos, shallow-water",,"The study presents a 1:3300 scale map, encompassing an area of 1.05 km2, depicting the first detailed map of the shallow-water water hydrothermal system in Paleochori Bay, Milos, Greece. The seafloor was mapped using orthophotos acquired by a drone survey and processed using ArcGIS. The map shows the distribution of white microbial mats, former microbial mats, sea grass and `normal' sand down to a depth of 15 m. Generation of a comprehensive map with native shapefiles and layer files, where any GPS coordinate in Paleochori Bay can be obtained, allows to target specific locations for data collection, rather than resorting to vague site descriptions, as has been the practice in the past. Sea floor temperature measurements carried out by Scuba divers in conjunction with GPS coordinates were mapped and interpolated to evaluate the temperature distribution in Paleochori Bay, which in turn supports the overall understanding of the hydrothermal system.",,,,,,,,,,All rights reserved,,,,
https://doi.org/10.5281/zenodo.4395450,2020,,https://doi.org/10.5281/zenodo.4395450,{Tidal model for the Spermonde Archipelago (2017-2019)},,,,,,10.5281/zenodo.4395450,,,,"{\textbf{Rovere}}, Alessio",dataset,rovere_alessio_2020_4395450,Zenodo,,,,,,,,December,,,,1.0,,,,,,,
https://doi.org/10.5281/zenodo.4394223,2020,,https://doi.org/10.5281/zenodo.4394223,{PALEO-SEAL: visualization and sharing of Holocene sea-level data},,,,,,10.5281/zenodo.4394223,,,,"{\underline{Drechsel}}, Jan and {\textbf{Rovere}}, Alessio",dataset,drechsel_jan_2020_4394223,Zenodo,,,,,,,,December,,,,1.0,,,,,,,
https://doi.org/10.5281/zenodo.4313799,2020,,https://doi.org/10.5281/zenodo.4313799,{Last interglacial (MIS 5e) sea-level proxies in southeastern South America},,,,,,10.5281/zenodo.4313799,,,,"{\underline{Gowan}}, Evan James and {\textbf{Rovere}}, Alessio and {\underline{Ryan}}, Deirdre D. and Richiano, Sebastian and Montes, Alejandro and Pappalardo, Marta and Aguirre, Marina L.",dataset,gowan_evan_james_2020_4313799,Zenodo,,,,,,,,December,,,,1.1,,,,,,,
https://doi.org/10.5281/zenodo.4091366,2020,,https://doi.org/10.5281/zenodo.4091366,"{Survey data, models and dated samples of the Pliocene shorelines of Camarones, Argentina (Ver 1.1).}",,,,,,10.5281/zenodo.4091366,,,,"{\textbf{Rovere}}, Alessio and Pappalardo, Marta and Richiano, Sebastian and Aguirre, Marina and Sandstrom, Michael R. and Hearty, Paul J. and Austermann, Jacqueline and Castellanos, Ignacio and Raymo, Maureen E.",dataset,rovere_alessio_2020_4091366,Zenodo,,Final version,,,,,,July,,,,1.1,,,,,,,
https://doi.org/10.5281/zenodo.4079342,2020,,https://doi.org/10.5281/zenodo.4079342,"{Models, data and python tools for the analysis of sea level data in the Spermonde Archipelago (version 2.2)}",,,,,,10.5281/zenodo.4079342,,,,"{\textbf{Rovere}}, Alessio and Stocchi, Paolo and {\underline{Bender}}, Maren",dataset,rovere_alessio_2020_4079342,Zenodo,,,,,,,,October,,,,v2.2,,,,,,,
https://doi.org/10.5281/zenodo.4010529,2020,,https://doi.org/10.5281/zenodo.4010529,"{DGPS and Echosounder data for Glass Window Bridge, Eleuthera, Bahamas.}",,,,,,10.5281/zenodo.4010529,,,,"{\textbf{Rovere}}, Alessio",dataset,rovere_alessio_2020_4010529,Zenodo,,,,,,,,September,,,,1.0,,,,,,,
https://doi.org/10.5281/zenodo.3961544,2020,,https://doi.org/10.5281/zenodo.3961544,{Documentation of the World Atlas of Last Interglacial Shorelines (WALIS)},,,,,,10.5281/zenodo.3961544,,,,"{\textbf{Rovere}}, Alessio and {\underline{Ryan}}, Deirdre and Murray-Wallace, Colin and Simms, Alexander and Vacchi, Matteo and Dutton, Andrea and {\underline{Lorscheid}}, Thomas and Chutcharavan, Peter and Brill, Dominik and Bartz, Melanie and Jankowski, Nathan and Mueller, Daniela and Cohen, Kim and {\underline{Gowan}}, Evan",dataset,rovere_alessio_2020_3961544,Zenodo,,,,,,,,July,,,,v1.0,,,,,,,
https://doi.org/10.1594/PANGAEA.915881,2020,,https://doi.org/10.1594/PANGAEA.915881,"{Hydrothermal areas, microbial mats and sea grass in Paleochori Bay, Milos, Greece}",,,,,,10.1594/PANGAEA.915881,,,,Thomas {Pichler} and Alessio {\textbf{Rovere}} and Anant {Khimasia},dataset,pichler2020hamm,PANGAEA,,,,,"We collected orthophotos of Paleochori Bay, Milos, Greece in 2018 by drone (Orthophotos.zip) and stitched those images together to obtain a high-resolution, georeferenced photographic image (Paleochori$\_$Composite$\_$Photo.tif). This image was used for further processing in ArcGIS to generate a 1:3300 scale map of the seafloor in Paleochori Bay (tjom$\_$a$\_$1748131$\_$sm0990.pdf) with native shapefiles and layer files (Shapefiles.zip), showing the distribution of white microbial mats, former microbial mats, sea grass and {\textquotedblleft}normal{\textquotedblright} sand down to a depth of 15 m. The georeferenced photographic image allows to obtain GPS coordinates for any point of interest in Paleochori Bay and thus, allows to target specific locations for data collection, rather than resorting to vague site descriptions, as has been the practice in the past. With aid from the georeferenced photo of Paleochori Bay, 150 sea floor temperatures were measurements by Scuba divers (Temperature$\_$measurments.xlsx) to evaluate the temperature distribution in the bay, in order to further the overall understanding of the hydrothermal system.",,,,,,,,,,,,,,data set
https://doi.org/10.1594/PANGAEA.918192,2020,,https://doi.org/10.1594/PANGAEA.918192,{Maldives marine terraces and global submerged terraces database},,,,,,10.1594/PANGAEA.918192,,,,Alessio {\textbf{Rovere}} and Pankaj {Khanna} and Carlo Nike {Bianchi} and Andr\'{e} W {Droxler} and Carla {Morri} and David F {Naar},dataset,rovere2020mmta,PANGAEA,,,,,"Spreadsheets containing reef terrace levels surveyed during SCUBA dives, interpretation of marine terrace levels, and a global database of submerged terraces.",,,,,,,,,,,,,,data set
https://doi.org/10.1594/PANGAEA.917694,2020,,https://doi.org/10.1594/PANGAEA.917694,"{Fossil Microatoll radiocarbon and elevation records from the Spermonde Archipelago in SW Sulawesi, Indonesia, 2017}",,,,,,10.1594/PANGAEA.917694,,,,"Maren {\underline{Bender}} and Thomas {Mann} and Paolo {Stocchi} and Dominik {Kneer} and Tilo {Sch\""{o}ne} and Julia {Illigner} and Jamaluddin {Jompa} and Alessio {\textbf{Rovere}}",dataset,bender2020fmra,PANGAEA,,,,,"The sample set includes 25 newly sampled sea-level index points based on fossil microatoll measurements from 5 islands in the Spermonde Archipelago, 21 fossl microatoll samples previously published by Mann et al., 2016 from two Islands in the same study region and 20 marine and terrestrial limiting points (e.g. corals, shells and loamy clay) and one further sea-level index point from a Mangrove swamp published by De Klerk, 1982 and Tjia et al., 1972.",,,,,,,,,,,,,,data set
https://doi.org/10.5281/zenodo.4590188,2020,,https://doi.org/10.5281/zenodo.4590188,{The last interglacial sea-level record of Aotearoa New Zealand - WALIS database of sea-level indicators},,,,,,10.5281/zenodo.4590188,,,,"{\underline{Ryan}}, Deirdre D. and Clement, Alastair J.H. and Jankowski, Nathan R. and Stocchi, Paolo and {\textbf{Rovere}}, Alessio",dataset,ryan_deirdre_d_2020_4590188,Zenodo,,,,,,,,September,,,,,,,,,,,
https://doi.org/10.5281/zenodo.4407106,2020,,https://doi.org/10.5281/zenodo.4407106,{Map of islands and shallow water areas in the Spermonde Archipelago (Indonesia)},,,,,,10.5281/zenodo.4407106,,,,"{\textbf{Rovere}}, Alessio",dataset,rovere_alessio_2020_4407106,Zenodo,,,,,,,,December,,,,1.1,,,,,,,
https://doi.org/10.1038/s43247-020-00067-6,2020,1,,Higher than present global mean sea level recorded by an {Early} {Pliocene} intertidal unit in {Patagonia} ({Argentina}),1--10,1,Communications Earth \& Environment,,,10.1038/s43247-020-00067-6,,,,"{\textbf{Rovere}}, A. and Pappalardo, M. and Richiano, S. and Aguirre, M. L. and Sandstrom, M. R. and Hearty, P. J. and Austermann, J. and Castellanos, I. and Raymo, M. E.",article,Rovere_higher_2020,,,Publisher: Springer US,,,"Reconstructions of global mean sea level from earlier warm periods in Earth's history can help constrain future projections of sea level rise. Here we report on the sedimentology and age of a geological unit in central Patagonia, Argentina, that we dated to the Early Pliocene (4.69--5.23 Ma, 2 σ ) with strontium isotope stratigraphy. The unit was interpreted as representative of an intertidal environment, and its elevation was measured with differential GPS at ca. 36 m above present-day sea level. Considering modern tidal ranges, it was possible to constrain paleo relative sea level within \${\textbackslash}pm\$2.7 m (1 σ ). We use glacial isostatic adjustment models and estimates of vertical land movement to calculate that, when the Camarones intertidal sequence was deposited, global mean sea level was 28.4 \${\textbackslash}pm\$ 11.7 m (1 σ ) above present. This estimate matches those derived from analogous Early Pliocene sea level proxies in the Mediterranean Sea and South Africa. Evidence from these three locations indicates that Early Pliocene sea level may have exceeded 20m above its present level. Such high global mean sea level values imply an ice-free Greenland, a significant melting of West Antarctica, and a contribution of marine-based sectors of East Antarctica to global mean sea level.",2662-4435,,,,,,,,,All rights reserved,,,,
https://doi.org/10.1007/s00338-020-01916-8,2020,39,,Community composition predicts photogrammetry-based structural complexity on coral reefs,967--975,,Coral Reefs,,,10.1007/s00338-020-01916-8,,,,"Carlot, J. and {\textbf{Rovere}}, A. and Casella, E. and {\underline{Harris}}, D. and Grellet-Mu{\~n}oz, C. and Chancerelle, Y. and Dormy, E. and Hedouin, L. and Parravicini, V.",article,carlot_community_2020,,,,,,"The capacity of coral reefs to provide ecosystem services is directly related to their three-dimensional structural complexity. This parameter is also correlated with total fish biomass, reef resilience to external stresses and the dissipation of wave energy. However, information on structural complexity (i.e., reef rugosity) has not always been assessed in historical monitoring programs, and long-term trends are sometimes unavailable. In this study, we show that it is possible to predict and hindcast the three-dimensional complexity of coral reefs by combining photogrammetry, statistical modeling and historical benthic community data. We calibrated lasso generalized linear models and boosted regression trees to predict structural complexity from photogrammetry transects around Moorea (French Polynesia). Our models were able to predict structural complexity with high accuracy (cross-validated R2 ranges between 0.81 and 0.9). We then used our models to hindcast historical trends in 3D structural complexity using community composition data collected in Moorea from 2004 to 2017. The temporal analysis highlighted the severe impact of a crown-of-thorns (COTS) outbreak from 2006 to 2009 and Cyclone Oli in 2010. In conjunction, these two events reduce coral cover from ∼ 50\% to almost zero. While the collection of actual data is always to be preferred, our model captured these effects, confirming the capacity of this modeling technique to predict structural complexity on the basis of assemblage composition.",1432-0975,,,,,,,,,All rights reserved,,,,
